"name","substanceId","casNo","ecNo","pubchem_cid","pubchem"
"cedryl formate","39309","39900-38-4","254-693-1",,
"celastrus orbiculatus branch/leaf extract","86087","-","-",,
"celastrus paniculatus seed extract","93820",,,,
"celestolide","39310","13171-00-1","236-114-4",,
"cellobiose octanonanoate","55313","172585-66-9",,,
"cellulase","55314","9037-40-5 / 9012-54-8","232-734-4 / 232-734-4",,
"cellulose acetate phthalate","88205","-","-",,
"cellulose acetate propionate carboxylate","75072","125139-16-4","-",,
"cellulose dialdehyde","93143","9032-52-4",,,
"cellulose succinate","55315",,,,
"celosia cristata extract","82407","-","-",,
"celosia cristata flower extract","82414","-","-",,
"centaurea cyanus seed","95340",,,,
"centaurea nigra extract","93115",,,,
"centaurium erythraea extract","32489","84837-00-3","284-285-9",,
"centaurium erythraea flower extract","85347","84837-00-3","284-285-9",,
"centella asiatica adventitious root extract","96014",,,,
"centella asiatica callus conditioned media","94472",,,,
"centella asiatica callus culture","89199",,,,
"centella asiatica callus culture lysate","97580",,,,
"centella asiatica callus extract","92237",,,,
"centella asiatica leaf","97044",,,,
"centella asiatica leaf/stem powder","92179",,,,
"centella asiatica leaf cell culture extract","88130","84696-21-9","283-640-5",,
"centella asiatica leaf cell extract","90662",,,,
"centella asiatica leaf water","86672","84696-21-9","283-640-5",,
"centella asiatica meristem cell culture","86673","84696-21-9","283-640-5",,
"centella asiatica meristem cell culture extract","88732",,,,
"centella asiatica oil","97398",,,,
"centella asiatica root extract","55320","84696-21-9","283-640-5",,
"centipeda cunninghamii leaf/stem extract","90281",,,,
"centipeda minima extract","97324",,,,
"centotheca lappacea extract","93266",,,,
"cera alba","32492","8012-89-3","232-383-7",,
"ceraceomyces tessulatus mycelium extract","96944",,,,
"ceramic extract","98026",,,,
"ceramide 1 a","96261",,,,
"ceramide 5","96265",,,,
"ceramide 6 ii","96266",,,,
"ceramide ag","94904",,,,
"ceramide as","92565","100403-19-8","309-560-3 (I)",,
"ceramide eop","92562",,,,
"ceramide eos","85535","-","-",,
"ceramide ng","92227","2304-80-5",,,
"ceramide ng dilaurate","95071","1219613-01-0",,,
"ceramide ns","92564","2304-81-6",,,
"ceramide ns dilaurate","85270","-","-",,
"ceramium kondoi extract","55322",,,,
"ceramium rubrum extract","55323","94891-16-4","305-615-0",,
"cerastium arcticum callus culture extract","95689",,,,
"cerasus youkou flower extract","91694",,,,
"cerasus youkou flower powder","87063","-","-",,
"cerasus youkou leaf extract","91693",,,,
"cerasus youkou leaf powder","87062","-","-",,
"ceratoneis closterium extract","93548",,,,
"ceratonia siliqua fruit extract","55324","84961-45-5","284-634-5",,
"ceratonia siliqua leaf extract","91333",,,,
"ceratonia siliqua seed extract","84794","84961-45-5","284-634-5",,
"ceratostigma willmottianum flower extract","85344","-","-",,
"cercidium floridum bark extract","55325",,,,
"cerebrosides","55327","85116-74-1","285-526-0",,
"cereus grandiflorus extract","82813","8007-78-1","232-364-3",,
"cereus grandiflorus flower extract","55328","8007-78-1","232-364-3",,
"cereus grandiflorus seed powder","89864","8007-78-1","232-364-3 (I)",,
"cereus hildmannianus extract","89808",,,,
"cereus jamacaru extract","90027",,,,
"cereus jamacaru fruit juice","95520",,,,
"ceria/silica","32506","243133-71-3",,,
"ceria/silica talc","32507","243133-70-2",,,
"ceriporia lacerata ferment filtrate","94480",,,,
"ceriporia lacerata mycelium","94633",,,,
"cerotic acid","32508","506-46-7","208-040-2",,
"cetalkonium chloride","32509","122-18-9","204-526-3",,
"cetamido lysinamido polyaspartic acid","88160",,,,
"cetearalkonium bromide","32510",,,,
"cetearamidoethyl diethonium hydrolyzed keratin","89484",,,,
"cetearamidoethyl diethonium hydrolyzed wheat protein","91178",,,,
"cetearamidoethyl diethonium isostearoyl hydrolyzed silk","91746",,,,
"cetearamidoethyldiethonium succinoyl hydrolyzed soy protein","90394",,,,
"cetearamidopropyl lauroylethyldimonium methosulfate","88233","-","-",,
"ceteardimonium chloride","55332","92129-33-4","295-835-2",,
"ceteareth-10","75093","68439-49-6",,,
"ceteareth-100","75095","68439-49-6",,,
"ceteareth-10 phosphate","75094","106233-09-4",,,
"ceteareth-11","75096","68439-49-6",,,
"ceteareth-13","75098","68439-49-6",,,
"ceteareth-14","55333","68439-49-6",,,
"ceteareth-16","75100","68439-49-6",,,
"ceteareth-17","75101","68439-49-6",,,
"ceteareth-18","75102","68439-49-6",,,
"ceteareth-24","55334","68439-49-6",,,
"ceteareth-25 carboxylic acid","32527","246159-37-5",,,
"ceteareth-27","75110","68439-49-6",,,
"ceteareth-28","75111","68439-49-6",,,
"ceteareth-2 phosphate","32522","106233-09-4","500-295-0",,
"ceteareth-34","75116","68439-49-6",,,
"ceteareth-4","75117","68439-49-6",,,
"ceteareth-40","75119","68439-49-6",,,
"ceteareth-4 phosphate","75118","106233-09-4",,,
"ceteareth-5","75120","68439-49-6",,,
"ceteareth-50","75122","68439-49-6",,,
"ceteareth-55","75123","68439-49-6",,,
"ceteareth-5 phosphate","75121","106233-09-4",,,
"ceteareth-7","75127","68439-49-6",,,
"ceteareth-7 stearate","55336",,,,
"ceteareth-8","75128","68439-49-6",,,
"ceteareth-80","75129","68439-49-6",,,
"ceteareth-9","75130","68439-49-6",,,
"ceteartrimonium chloride","32549","68002-62-0","268-075-4",,
"cetearyl candelillate","75134","246538-67-0",,,
"cetearyl dimethicone","87276",,,,
"cetearyl dimethicone/vinyl dimethicone crosspolymer","75135","243137-50-0",,,
"cetearyl ethylhexyldimonium methosulfate","86352","952500-60-6","-",,
"cetearyl methacrylate","96749",,,,
"cetearyl nonanoate","83693","-","-",,
"cetearyl palmate","86972","-","-",,
"cetearyl rice branate","86321","-","-",,
"cetearyl wheat bran glycosides","55339",,,,
"ceteth-1","75142","2136-71-2 / 904-95-9","218-373-5",,
"ceteth-10 stearate","55341",,,,
"ceteth-12","75145","9004-95-9 / 94159-75-8","500-014-1 / 303-255-9",,
"ceteth-13","55342","9004-95-9","-",,
"ceteth-14","75146","9004-95-9",,,
"ceteth-150","55343","9004-95-9",,,
"ceteth-16","75148","9004-95-9",,,
"ceteth-17","55344","9004-95-9",,,
"ceteth-18","55345","9004-95-9",,,
"ceteth-23","55347","9004-95-9",,,
"ceteth-30","75154","9004-95-9",,,
"ceteth-3 stearate","55348",,,,
"ceteth-4","75155","9004-95-9 / 5274-63-5",,,
"ceteth-40","55350",,,,
"ceteth-45","75156","9004-95-9",,,
"ceteth-4 stearate","55349",,,,
"ceteth-5 stearate","55351",,,,
"ceteth-6","75158","9004-95-9 / 5168-91-2",,,
"ceteth-7","55352",,,,
"ceteth-7 stearate","55353",,,,
"ceteth-8 phosphate","75159","50643-20-4",,,
"ceteth-9 stearate","55354",,,,
"cetethyldimonium bromide","32579","124-03-8","204-672-8",,
"cetethyl morpholinium ethosulfate","32578","78-21-7","201-094-8",,
"cetoleth-10","32580","68155-01-1","*614-341-3",,
"cetoleth-11","75163","68155-01-1","*614-341-3",,
"cetoleth-15","75164","68155-01-1","*614-341-3",,
"cetoleth-18","55355","68155-01-1","*614-341-3",,
"cetoleth-2","55356","68155-01-1","*614-341-3",,
"cetoleth-20","32583","68155-01-1","*614-341-3",,
"cetoleth-22","75166","68155-01-1","*614-341-3",,
"cetoleth-24","32585","68155-01-1","*614-341-3",,
"cetoleth-25","32586","68155-01-1 / 68920-66-1","*614-341-3 / 500-236-9",,
"cetoleth-30","55236","8065-81-4","-",,
"cetoleth-4","55237","68155-01-1","*614-341-3",,
"cetoleth-5","55238","68155-01-1","*614-341-3",,
"cetoleth-6","74940","68155-01-1","*614-341-3",,
"cetonal","39311","65405-84-7","265-747-9",,
"cetraria islandica extract","32588","84776-25-0","283-950-0",,
"cetraria islandica thallus extract","93267",,,,
"cetrimonium carboxydecyl peg-8 dimethicone","55239",,,,
"cetrimonium dimethicone peg-7 phthalate","55240",,,,
"cetrimonium dimethicone peg-8 olivate/succinate","88277","-","-",,
"cetrimonium laureth-12 succinate","55241",,,,
"cetrimonium saccharinate","32592","2478-29-7","219-608-4",,
"cetrimonium tosylate","32593","138-32-9","205-324-8",,
"cetyl 2-glyceryl ascorbate","89570",,,,
"cetyl 3-glyceryl ascorbate","89571",,,,
"cetyl acetyl ricinoleate","74948","111129-38-5","-",,
"cetylamine hydrofluoride","32622","3151-59-5","221-588-7",,
"cetyl amodimethicone","91904",,,,
"cetylarachidol","75049","17658-63-8","241-637-6",,
"cetyl behenyl dimethicone","86968","-","-",,
"cetyl betainate chloride","55243","52132-48-6","-",,
"cetyl c12-15 pareth-8 carboxylate","55244",,,,
"cetyl c12-15-pareth-9 carboxylate","74951","119481-73-1",,,
"cetyl caprate","55245",,,,
"cetyl caprylate","74952","29710-31-4","249-794-2",,
"cetyl dimethicone peg-7 acetate","83778","-","-",,
"cetyldimethylamine hydrolyzed hempseedate","55284","-","-",,
"cetyl dimethylbutyl ether","55246","185143-68-4",,,
"cetyl dimethyloctanoate","55247",,,,
"cetyldimethylsiloxy trimethylsiloxysilicate","91399",,,,
"cetyldimonium ethyl cetyl phosphate","87086","-","-",,
"cetyl dodecenylsuccinate","90360",,,,
"cetyl ethyldimonium ethosulfate","55248","3006-10-8","221-106-5",,
"cetyl glyceryl ether","32604","6145-69-3","228-149-9",,
"cetyl glyceryl ether/glycerin copolymer","55249",,,,
"cetyl glycol","74957","6920-24-7","230-030-1",,
"cetyl glycol isostearate","74958","247232-39-9",,,
"cetyl hexacosyl dimethicone","86609","-","-",,
"cetyl hexacosyl dimethicone/bis-vinyldimethicone crosspolymer","88173","-","-",,
"cetyl myristate","74963","2599-01-1","220-001-1",,
"cetyl myristoleate","89422",,,,
"cetyl niacinamide riboside chloride","98365",,,,
"cetyl nicotinate riboside chloride","97474",,,,
"cetyl oleate","74964","22393-86-8","244-950-6",,
"cetyloxy dimethicone","55285",,,,
"cetyloxypropyl glyceryl methoxypropyl myristamide","55286","185740-18-5",,,
"cetyl palmitoleate","89421",,,,
"cetyl pca","32614","37673-20-4","253-589-3",,
"cetyl peg-8 dimethicone","83283","-","-",,
"cetyl-pg hydroxyethyl decanamide","32624","143378-76-1",,,
"cetyl-pg hydroxyethyl palmitamide","32625","110483-07-3",,,
"cetyl ppg-2 isodeceth-7 carboxylate","55254",,,,
"cetyl pyrrolidonylmethyl dimonium chloride","32617","115612-97-0",,,
"cetyl ricinoleate benzoate","75046","199277-63-9",,,
"cetyl tallowate","82578","-","-",,
"cetyl tranexamate hcl","86144","913541-96-5","-",,
"cetyl tranexamate mesylate","98713",,,,
"cetyl triethylmonium dimethicone peg-8 phthalate","55282",,,,
"chaenomeles japonica seed extract","55287","223749-62-0","-",,
"chaenomeles japonica seed oil","93944",,,,
"chaenomeles sinensis branch extract","98817",,,,
"chaenomeles sinensis callus culture extract","89344",,,,
"chaenomeles sinensis fruit extract","55288","-","-",,
"chaenomeles sinensis seed extract","98284",,,,
"chaenomeles speciosa flower extract","95851",,,,
"chaetoceros calcitrans extract","94976",,,,
"chaetomorpha solitaria callus culture extract","91211",,,,
"chalk","32628","13397-25-6","-",,
"chamaecrista nomame extract","83699","-","-",,
"chamaecyparis formosensis wood oil","91843",,,,
"chamaecyparis lawsoniana wood oil","55289","91745-96-9 / 264201-23-2","294-768-6 / -",,
"chamaecyparis obtusa branch/leaf extract","93058","91745-97-0","294-769-1",,
"chamaecyparis obtusa leaf/root extract","94117",,,,
"chamaecyparis obtusa leaf extract","83332","91745-97-0","294-769-1",,
"chamaecyparis obtusa leaf oil","96768","91745-97-0","294-769-1",,
"chamaecyparis obtusa wood oil","82443","91745-97-0","294-769-1",,
"chamazulene","32631","529-05-5","208-449-6",,
"chamomilla recutita flower","55291","84082-60-0","282-006-5",,
"chamomilla recutita flower/jasminum officinale flower extract","92982",,,,
"chamomilla recutita flower/leaf extract","55295","84082-60-0","282-006-5",,
"chamomilla recutita flower extract","55292","84082-60-0","282-006-5",,
"chamomilla recutita flower powder","55293","84082-60-0","282-006-5",,
"chamomilla recutita flower water","55294","84082-60-0","282-006-5",,
"chamomilla recutita leaf extract","55296","84082-60-0","282-006-5",,
"chamomilla recutita meristem cell culture extract","89291",,,,
"chamomilla recutita oil","32633","8002-66-2","-",,
"chamomilla vulgaris extract","90530",,,,
"chamomilla vulgaris flower","55297",,,,
"charcoal extract","95137",,,,
"chelidonine","87278","476-32-4","207-504-1",,
"chenopodium album flower extract","55299",,,,
"chenopodium ambrosioides leaf/stem extract","55300","89997-47-7","289-682-0",,
"chenopodium ambrosioides leaf extract","82776","89997-47-7","289-682-0",,
"chenopodium formosanum grain extract","89628",,,,
"chenopodium formosanum husk extract","98581",,,,
"chenopodium formosanum seed extract","93248",,,,
"chenopodium pallidicaule seed extract","85677","-","-",,
"chenopodium quinoa extract","86092","-","-",,
"chenopodium quinoa husk extract","87279","-","-",,
"chenopodium quinoa husk powder","88795",,,,
"chenopodium quinoa seedcake extract","82806","-","-",,
"chenopodium quinoa seed oil ethyl esters","95048",,,,
"chenopodium quinoa starch","94181",,,,
"chicken embryonic fibroblast conditioned media","95719",,,,
"chicken extraembryonic membrane cell conditioned media","98731",,,,
"chicken neural cell conditioned media","95025",,,,
"chicken pluripotent primordial germ cell conditioned media","95720",,,,
"chimaphila umbellata leaf extract","55305","89997-56-8","289-692-5",,
"chimonanthus salicifolius leaf extract","96969",,,,
"chimyl alcohol","75060","506-03-6 / 6145-69-3","208-026-6 / 228-149-9",,
"chimyl isostearate","75061",,,,
"chimyl stearate","75062","109210-83-5",,,
"chinese hamster ovary cell conditioned media","94818",,,,
"chitin","75063","1398-61-4","215-744-3",,
"chitin glycolate","32643",,,,
"chitin sulfate","91798",,,,
"chitosan/cellulose crosspolymer","97048",,,,
"chitosan adipate","55306",,,,
"chitosan argininamide","91914",,,,
"chitosan benzamide","88292","-","-",,
"chitosan caprylamide hydroxypropyltrimonium chloride","89708",,,,
"chitosan formate","32646","66267-52-5",,,
"chitosan glutathionamide","95090",,,,
"chitosan glycolate","32647",,,,
"chitosan hydroxypropyltrimonium chloride","55255",,,,
"chitosan isostearamide hydroxypropyltrimonium chloride","92002",,,,
"chitosan lauramide hydroxypropyltrimonium chloride","89417",,,,
"chitosan lauramide succinamide","55256",,,,
"chitosan lauroyl glycinate","55257",,,,
"chitosan nitrate","96902",,,,
"chitosan pca palmitamide succinamide","83257","-","-",,
"chitosan propylsulfonate","85985","-","-",,
"chitosan rice branamide hydroxypropyltrimonium chloride","93350",,,,
"chitosan salicylate","32650","84563-67-7",,,
"chitosan stearamide hydroxypropyltrimonium chloride","89579",,,,
"chitosan trimonium chloride","98004","84777-99-1",,,
"chlamydocapsa extract","87050","-","-",,
"chlamydomonas extract","88131",,,,
"chlamydomonas hedleyi extract","91949",,,,
"chlamydomonas r-(oligopeptide-91 sh-polypeptide-11 sh-polypeptide-1 sh-polypeptide-11)","97061",,,,
"chlamydomonas reinhardtii extract","91588",,,,
"chloramine t","55258","127-65-1","204-854-7",,
"chloranthus glaber extract","86210","-","-",,
"chloranthus japonicus extract","55259",,,,
"chloranthus serratus extract","55260",,,,
"chlorella ellipsoidea extract","90005",,,,
"chlorella emersonii extract","32653","223749-78-8",,,
"chlorella minutissima/sodium glutamate ferment extract filtrate","96612",,,,
"chlorella minutissima extract","55261",,,,
"chlorella minutissima oil","95782",,,,
"chlorella protothecoides","93481",,,,
"chlorella protothecoides extract","98814",,,,
"chlorella protothecoides oil","90979",,,,
"chlorella pyrenoidosa/sorokiniana extract","93475",,,,
"chlorella pyrenoidosa powder","89996",,,,
"chlorella sorokiniana extract","93450",,,,
"chlorella sp. ksf0006 extract","96608",,,,
"chlorella sp. ksf0031 extract","96609",,,,
"chlorella sp. ksf0041 extract","96610",,,,
"chlorella sp. ksf0059 extract","96611",,,,
"chlorella variabilis extract","88489","-","-",,
"chlorella vulgaris/lupinus albus protein ferment","82198","-","-",,
"chlorella vulgaris callus culture extract","89932",,,,
"chlorella vulgaris extract  ","32656","223749-83-5",,,
"chlorella vulgaris methionyl sh-polypeptide-14 hexapeptide-40","95905",,,,
"chlorella vulgaris oil","98768",,,,
"chlorella vulgaris powder","55262","223749-83-5",,,
"chlorella vulgaris sh-oligopeptide-1","98068",,,,
"chlorella vulgaris sh-polypeptide-14","98069",,,,
"chlorelleth-20","97251",,,,
"chlorhexidine diacetate","32658","56-95-1","200-302-4",,
"chlorhexidine diundecylenate","94746","1884575-91-0",,,
"chlorinated paraffin","55264",,,,
"chlorine dioxide","90751","10049-04-4",,,
